origin-folder,doc-name,prediction
comp.sys.ibm.pc.hardware,61051,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61052,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61053,sci.crypt
comp.sys.ibm.pc.hardware,61055,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61056,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61057,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61058,misc.forsale
comp.sys.ibm.pc.hardware,61059,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61060,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61061,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61062,sci.electronics
comp.sys.ibm.pc.hardware,61063,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61064,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61065,comp.graphics
comp.sys.ibm.pc.hardware,61066,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61067,sci.electronics
comp.sys.ibm.pc.hardware,61068,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61069,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61070,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61071,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61072,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61073,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61074,comp.graphics
comp.sys.ibm.pc.hardware,61075,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61076,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61077,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61078,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61079,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61080,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61081,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61082,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61083,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61084,comp.graphics
comp.sys.ibm.pc.hardware,61085,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61086,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61087,sci.space
comp.sys.ibm.pc.hardware,61088,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61089,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61090,sci.space
comp.sys.ibm.pc.hardware,61091,sci.space
comp.sys.ibm.pc.hardware,61092,comp.graphics
comp.sys.ibm.pc.hardware,61093,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61094,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61095,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61096,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61097,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61098,sci.electronics
comp.sys.ibm.pc.hardware,61099,comp.graphics
comp.sys.ibm.pc.hardware,61100,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61101,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61102,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61103,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61104,sci.med
comp.sys.ibm.pc.hardware,61105,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61106,comp.graphics
comp.sys.ibm.pc.hardware,61107,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61108,misc.forsale
comp.sys.ibm.pc.hardware,61109,sci.electronics
comp.sys.ibm.pc.hardware,61110,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61111,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61112,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61113,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61114,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61115,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61116,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61117,misc.forsale
comp.sys.ibm.pc.hardware,61118,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61119,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61120,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61121,misc.forsale
comp.sys.ibm.pc.hardware,61122,misc.forsale
comp.sys.ibm.pc.hardware,61123,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61124,sci.electronics
comp.sys.ibm.pc.hardware,61125,sci.med
comp.sys.ibm.pc.hardware,61126,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61127,sci.space
comp.sys.ibm.pc.hardware,61128,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61129,sci.electronics
comp.sys.ibm.pc.hardware,61130,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61131,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61132,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61133,misc.forsale
comp.sys.ibm.pc.hardware,61134,sci.electronics
comp.sys.ibm.pc.hardware,61135,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61136,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61137,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61138,sci.electronics
comp.sys.ibm.pc.hardware,61139,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61140,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61141,sci.space
comp.sys.ibm.pc.hardware,61142,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61143,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61144,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61145,misc.forsale
comp.sys.ibm.pc.hardware,61146,misc.forsale
comp.sys.ibm.pc.hardware,61147,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61148,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61149,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61150,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61151,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61152,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61153,misc.forsale
comp.sys.ibm.pc.hardware,61154,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61155,sci.med
comp.sys.ibm.pc.hardware,61156,misc.forsale
comp.sys.ibm.pc.hardware,61157,sci.electronics
comp.sys.ibm.pc.hardware,61158,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61159,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61160,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61161,sci.electronics
comp.sys.ibm.pc.hardware,61162,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61163,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61164,sci.space
comp.sys.ibm.pc.hardware,61165,misc.forsale
comp.sys.ibm.pc.hardware,61166,sci.space
comp.sys.ibm.pc.hardware,61167,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61168,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61169,sci.space
comp.sys.ibm.pc.hardware,61170,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61171,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61172,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61173,sci.electronics
comp.sys.ibm.pc.hardware,61174,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61175,soc.religion.christian
comp.sys.ibm.pc.hardware,61176,sci.med
comp.sys.ibm.pc.hardware,61177,sci.electronics
comp.sys.ibm.pc.hardware,61178,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52152,misc.forsale
comp.sys.mac.hardware,52153,comp.sys.mac.hardware
comp.sys.mac.hardware,52154,comp.sys.mac.hardware
comp.sys.mac.hardware,52155,comp.sys.mac.hardware
comp.sys.mac.hardware,52156,sci.space
comp.sys.mac.hardware,52157,comp.os.ms-windows.misc
comp.sys.mac.hardware,52158,comp.sys.mac.hardware
comp.sys.mac.hardware,52159,comp.sys.mac.hardware
comp.sys.mac.hardware,52160,rec.sport.baseball
comp.sys.mac.hardware,52161,comp.sys.mac.hardware
comp.sys.mac.hardware,52162,comp.sys.mac.hardware
comp.sys.mac.hardware,52163,comp.sys.mac.hardware
comp.sys.mac.hardware,52164,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52165,comp.os.ms-windows.misc
comp.sys.mac.hardware,52166,comp.sys.mac.hardware
comp.sys.mac.hardware,52167,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52168,sci.med
comp.sys.mac.hardware,52169,sci.electronics
comp.sys.mac.hardware,52170,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52171,sci.electronics
comp.sys.mac.hardware,52172,comp.sys.mac.hardware
comp.sys.mac.hardware,52173,comp.sys.mac.hardware
comp.sys.mac.hardware,52174,sci.space
comp.sys.mac.hardware,52175,talk.politics.guns
comp.sys.mac.hardware,52176,sci.space
comp.sys.mac.hardware,52177,misc.forsale
comp.sys.mac.hardware,52178,comp.windows.x
comp.sys.mac.hardware,52179,comp.sys.mac.hardware
comp.sys.mac.hardware,52180,sci.space
comp.sys.mac.hardware,52181,sci.space
comp.sys.mac.hardware,52182,comp.sys.mac.hardware
comp.sys.mac.hardware,52183,comp.sys.mac.hardware
comp.sys.mac.hardware,52184,comp.sys.mac.hardware
comp.sys.mac.hardware,52185,rec.motorcycles
comp.sys.mac.hardware,52186,comp.sys.mac.hardware
comp.sys.mac.hardware,52187,sci.space
comp.sys.mac.hardware,52190,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52191,sci.space
comp.sys.mac.hardware,52192,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52193,comp.sys.mac.hardware
comp.sys.mac.hardware,52194,comp.sys.mac.hardware
comp.sys.mac.hardware,52196,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52197,sci.electronics
comp.sys.mac.hardware,52198,sci.med
comp.sys.mac.hardware,52199,sci.electronics
comp.sys.mac.hardware,52200,sci.space
comp.sys.mac.hardware,52201,comp.sys.mac.hardware
comp.sys.mac.hardware,52202,comp.sys.mac.hardware
comp.sys.mac.hardware,52203,sci.electronics
comp.sys.mac.hardware,52204,sci.electronics
comp.sys.mac.hardware,52205,misc.forsale
comp.sys.mac.hardware,52209,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52210,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52211,comp.sys.mac.hardware
comp.sys.mac.hardware,52212,comp.sys.mac.hardware
comp.sys.mac.hardware,52213,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52214,sci.med
comp.sys.mac.hardware,52215,comp.sys.mac.hardware
comp.sys.mac.hardware,52216,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52217,comp.graphics
comp.sys.mac.hardware,52218,comp.sys.mac.hardware
comp.sys.mac.hardware,52219,comp.sys.mac.hardware
comp.sys.mac.hardware,52220,rec.autos
comp.sys.mac.hardware,52221,sci.med
comp.sys.mac.hardware,52222,comp.sys.mac.hardware
comp.sys.mac.hardware,52223,misc.forsale
comp.sys.mac.hardware,52224,comp.sys.mac.hardware
comp.sys.mac.hardware,52225,alt.atheism
comp.sys.mac.hardware,52226,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52227,rec.autos
comp.sys.mac.hardware,52228,sci.med
comp.sys.mac.hardware,52229,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52230,comp.os.ms-windows.misc
comp.sys.mac.hardware,52231,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52232,comp.sys.mac.hardware
comp.sys.mac.hardware,52233,sci.space
comp.sys.mac.hardware,52234,sci.electronics
comp.sys.mac.hardware,52235,comp.sys.mac.hardware
comp.sys.mac.hardware,52236,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52237,comp.sys.mac.hardware
comp.sys.mac.hardware,52238,sci.electronics
comp.sys.mac.hardware,52239,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52240,sci.space
comp.sys.mac.hardware,52241,sci.med
comp.sys.mac.hardware,52242,sci.space
comp.sys.mac.hardware,52243,comp.sys.mac.hardware
comp.sys.mac.hardware,52244,comp.sys.mac.hardware
comp.sys.mac.hardware,52245,comp.sys.mac.hardware
comp.sys.mac.hardware,52246,comp.sys.mac.hardware
comp.sys.mac.hardware,52247,sci.med
comp.sys.mac.hardware,52248,comp.sys.mac.hardware
comp.sys.mac.hardware,52249,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52250,comp.sys.mac.hardware
comp.sys.mac.hardware,52251,sci.med
comp.sys.mac.hardware,52252,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52253,sci.med
comp.sys.mac.hardware,52254,sci.electronics
comp.sys.mac.hardware,52255,sci.space
comp.sys.mac.hardware,52256,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52257,comp.graphics
comp.sys.mac.hardware,52258,misc.forsale
comp.sys.mac.hardware,52259,sci.med
comp.sys.mac.hardware,52260,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52261,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52262,comp.sys.mac.hardware
comp.sys.mac.hardware,52263,sci.electronics
comp.sys.mac.hardware,52264,comp.sys.mac.hardware
comp.sys.mac.hardware,52265,sci.electronics
comp.sys.mac.hardware,52266,comp.windows.x
comp.sys.mac.hardware,52267,sci.electronics
comp.sys.mac.hardware,52268,comp.sys.mac.hardware
comp.sys.mac.hardware,52269,comp.sys.mac.hardware
comp.sys.mac.hardware,52270,comp.sys.mac.hardware
comp.sys.mac.hardware,52271,comp.sys.mac.hardware
comp.sys.mac.hardware,52272,comp.sys.mac.hardware
comp.sys.mac.hardware,52273,comp.os.ms-windows.misc
comp.sys.mac.hardware,52274,sci.med
comp.sys.mac.hardware,52275,comp.sys.mac.hardware
comp.sys.mac.hardware,52276,comp.sys.mac.hardware
comp.sys.mac.hardware,52283,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52284,comp.os.ms-windows.misc
comp.sys.mac.hardware,52285,comp.graphics
comp.sys.mac.hardware,52286,comp.sys.mac.hardware
comp.sys.mac.hardware,52287,sci.space
comp.sys.mac.hardware,52288,comp.sys.mac.hardware
comp.sys.mac.hardware,52289,comp.graphics
comp.sys.mac.hardware,52290,misc.forsale
comp.sys.mac.hardware,52291,comp.sys.mac.hardware
comp.sys.mac.hardware,52292,comp.sys.mac.hardware
comp.sys.mac.hardware,52293,comp.sys.mac.hardware
comp.sys.mac.hardware,52294,sci.med
comp.sys.mac.hardware,52295,rec.autos
comp.sys.mac.hardware,52296,rec.motorcycles
comp.sys.mac.hardware,52297,sci.med
comp.sys.mac.hardware,52298,comp.sys.mac.hardware
comp.sys.mac.hardware,52299,comp.sys.mac.hardware
comp.sys.mac.hardware,52300,comp.graphics
comp.sys.mac.hardware,52301,comp.sys.mac.hardware
comp.sys.mac.hardware,52302,comp.sys.mac.hardware
comp.sys.mac.hardware,52303,comp.sys.mac.hardware
comp.sys.mac.hardware,52304,comp.os.ms-windows.misc
comp.sys.mac.hardware,52305,comp.sys.mac.hardware
comp.sys.mac.hardware,52306,sci.med
comp.sys.mac.hardware,52307,comp.sys.mac.hardware
comp.sys.mac.hardware,52308,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52309,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52310,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52311,comp.sys.mac.hardware
comp.sys.mac.hardware,52316,sci.electronics
comp.sys.mac.hardware,52317,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52318,comp.sys.mac.hardware
comp.sys.mac.hardware,52323,sci.space
comp.sys.mac.hardware,52324,comp.os.ms-windows.misc
comp.sys.mac.hardware,52325,comp.sys.mac.hardware
comp.sys.mac.hardware,52326,comp.os.ms-windows.misc
comp.sys.mac.hardware,52327,sci.crypt
comp.sys.mac.hardware,52328,comp.sys.mac.hardware
comp.sys.mac.hardware,52329,comp.sys.mac.hardware
comp.sys.mac.hardware,52333,comp.sys.mac.hardware
comp.sys.mac.hardware,52334,comp.os.ms-windows.misc
comp.sys.mac.hardware,52335,comp.sys.mac.hardware
comp.sys.mac.hardware,52336,comp.sys.mac.hardware
comp.sys.mac.hardware,52337,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52338,rec.autos
comp.sys.mac.hardware,52339,sci.electronics
comp.sys.mac.hardware,52340,comp.sys.mac.hardware
comp.sys.mac.hardware,52341,comp.sys.mac.hardware
comp.sys.mac.hardware,52342,sci.med
comp.sys.mac.hardware,52343,comp.os.ms-windows.misc
comp.sys.mac.hardware,52344,comp.graphics
comp.sys.mac.hardware,52345,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52346,comp.graphics
comp.sys.mac.hardware,52347,comp.graphics
comp.sys.mac.hardware,52402,comp.sys.mac.hardware
comp.sys.mac.hardware,52403,sci.space
comp.sys.mac.hardware,52404,talk.politics.guns
comp.sys.mac.hardware,52405,comp.sys.mac.hardware
comp.sys.mac.hardware,52406,comp.sys.mac.hardware
comp.sys.mac.hardware,52407,comp.sys.mac.hardware
comp.sys.mac.hardware,52433,comp.sys.mac.hardware
comp.sys.mac.hardware,52434,comp.sys.mac.hardware
comp.sys.mac.hardware,52435,sci.electronics
comp.sys.mac.hardware,52436,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52437,sci.electronics
comp.sys.mac.hardware,52438,comp.sys.mac.hardware
comp.sys.mac.hardware,52439,comp.sys.mac.hardware
comp.sys.mac.hardware,52440,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52441,comp.graphics
comp.sys.mac.hardware,52442,comp.sys.mac.hardware
comp.sys.mac.hardware,52443,comp.sys.mac.hardware
comp.sys.mac.hardware,52444,comp.sys.mac.hardware
comp.sys.mac.hardware,52445,comp.sys.ibm.pc.hardware
comp.sys.mac.hardware,52446,sci.med
comp.windows.x,67992,comp.windows.x
comp.windows.x,67993,comp.windows.x
comp.windows.x,67994,comp.windows.x
comp.windows.x,67995,comp.graphics
comp.windows.x,67996,comp.graphics
comp.windows.x,67997,comp.windows.x
comp.windows.x,67998,comp.windows.x
comp.windows.x,67999,comp.graphics
comp.windows.x,68000,comp.graphics
comp.windows.x,68001,misc.forsale
comp.windows.x,68002,sci.space
comp.windows.x,68003,comp.os.ms-windows.misc
comp.windows.x,68004,comp.windows.x
comp.windows.x,68005,comp.os.ms-windows.misc
comp.windows.x,68006,comp.windows.x
comp.windows.x,68007,comp.windows.x
comp.windows.x,68008,comp.graphics
comp.windows.x,68009,comp.windows.x
comp.windows.x,68010,comp.graphics
comp.windows.x,68011,comp.graphics
comp.windows.x,68012,misc.forsale
comp.windows.x,68013,comp.windows.x
comp.windows.x,68014,comp.windows.x
comp.windows.x,68015,misc.forsale
comp.windows.x,68016,comp.os.ms-windows.misc
comp.windows.x,68017,comp.windows.x
comp.windows.x,68018,comp.os.ms-windows.misc
comp.windows.x,68019,comp.windows.x
comp.windows.x,68020,comp.os.ms-windows.misc
comp.windows.x,68046,sci.crypt
comp.windows.x,68047,comp.graphics
comp.windows.x,68048,comp.windows.x
comp.windows.x,68056,comp.windows.x
comp.windows.x,68057,comp.windows.x
comp.windows.x,68068,comp.graphics
comp.windows.x,68069,comp.windows.x
comp.windows.x,68070,comp.windows.x
comp.windows.x,68074,sci.space
comp.windows.x,68075,comp.graphics
comp.windows.x,68076,sci.space
comp.windows.x,68077,sci.crypt
comp.windows.x,68078,comp.windows.x
comp.windows.x,68081,misc.forsale
comp.windows.x,68082,comp.windows.x
comp.windows.x,68083,comp.graphics
comp.windows.x,68084,misc.forsale
comp.windows.x,68085,comp.windows.x
comp.windows.x,68086,sci.med
comp.windows.x,68087,sci.med
comp.windows.x,68088,comp.windows.x
comp.windows.x,68089,misc.forsale
comp.windows.x,68108,comp.graphics
comp.windows.x,68109,sci.electronics
comp.windows.x,68110,comp.windows.x
comp.windows.x,68111,comp.windows.x
comp.windows.x,68112,comp.windows.x
comp.windows.x,68113,sci.space
comp.windows.x,68114,comp.windows.x
comp.windows.x,68115,comp.sys.ibm.pc.hardware
comp.windows.x,68116,comp.graphics
comp.windows.x,68117,comp.windows.x
comp.windows.x,68118,comp.windows.x
comp.windows.x,68119,comp.os.ms-windows.misc
comp.windows.x,68120,sci.med
comp.windows.x,68131,misc.forsale
comp.windows.x,68134,comp.sys.mac.hardware
comp.windows.x,68135,misc.forsale
comp.windows.x,68136,comp.windows.x
comp.windows.x,68137,comp.graphics
comp.windows.x,68138,comp.windows.x
comp.windows.x,68139,comp.graphics
comp.windows.x,68159,comp.windows.x
comp.windows.x,68160,comp.graphics
comp.windows.x,68170,comp.os.ms-windows.misc
comp.windows.x,68171,comp.windows.x
comp.windows.x,68172,comp.windows.x
comp.windows.x,68173,comp.graphics
comp.windows.x,68174,sci.electronics
comp.windows.x,68175,sci.space
comp.windows.x,68176,comp.graphics
comp.windows.x,68177,comp.windows.x
comp.windows.x,68182,comp.graphics
comp.windows.x,68183,talk.politics.guns
comp.windows.x,68184,comp.windows.x
comp.windows.x,68185,sci.space
comp.windows.x,68186,comp.graphics
comp.windows.x,68187,comp.windows.x
comp.windows.x,68188,comp.windows.x
comp.windows.x,68189,comp.windows.x
comp.windows.x,68190,comp.windows.x
comp.windows.x,68191,comp.sys.mac.hardware
comp.windows.x,68192,sci.space
comp.windows.x,68193,comp.windows.x
comp.windows.x,68194,comp.windows.x
comp.windows.x,68195,comp.graphics
comp.windows.x,68196,comp.windows.x
comp.windows.x,68197,comp.windows.x
comp.windows.x,68198,comp.windows.x
comp.windows.x,68199,comp.graphics
comp.windows.x,68200,comp.graphics
comp.windows.x,68201,comp.windows.x
comp.windows.x,68202,comp.windows.x
comp.windows.x,68203,comp.windows.x
comp.windows.x,68204,comp.windows.x
comp.windows.x,68205,comp.graphics
comp.windows.x,68207,sci.crypt
comp.windows.x,68208,comp.windows.x
comp.windows.x,68209,comp.graphics
comp.windows.x,68210,comp.windows.x
comp.windows.x,68211,comp.windows.x
comp.windows.x,68212,comp.windows.x
comp.windows.x,68213,comp.graphics
comp.windows.x,68214,sci.med
comp.windows.x,68215,misc.forsale
comp.windows.x,68217,comp.graphics
comp.windows.x,68218,comp.windows.x
comp.windows.x,68219,comp.windows.x
comp.windows.x,68220,comp.windows.x
comp.windows.x,68221,comp.windows.x
comp.windows.x,68222,comp.windows.x
comp.windows.x,68224,comp.windows.x
comp.windows.x,68225,comp.sys.ibm.pc.hardware
comp.windows.x,68226,comp.graphics
comp.windows.x,68227,comp.windows.x
comp.windows.x,68228,comp.windows.x
comp.windows.x,68229,comp.os.ms-windows.misc
comp.windows.x,68230,comp.windows.x
comp.windows.x,68231,comp.windows.x
comp.windows.x,68232,comp.os.ms-windows.misc
comp.windows.x,68233,comp.windows.x
comp.windows.x,68234,soc.religion.christian
comp.windows.x,68235,comp.os.ms-windows.misc
comp.windows.x,68236,comp.graphics
comp.windows.x,68237,comp.windows.x
comp.windows.x,68238,comp.graphics
comp.windows.x,68239,sci.med
comp.windows.x,68240,comp.graphics
comp.windows.x,68241,comp.windows.x
comp.windows.x,68242,comp.windows.x
comp.windows.x,68243,sci.med
comp.windows.x,68244,comp.graphics
comp.windows.x,68245,comp.graphics
comp.windows.x,68246,comp.windows.x
comp.windows.x,68247,sci.med
comp.windows.x,68248,comp.graphics
comp.windows.x,68249,comp.windows.x
comp.windows.x,68250,comp.windows.x
comp.windows.x,68251,comp.sys.mac.hardware
comp.windows.x,68252,comp.graphics
comp.windows.x,68253,comp.windows.x
comp.windows.x,68254,comp.os.ms-windows.misc
comp.windows.x,68255,comp.graphics
comp.windows.x,68256,sci.space
comp.windows.x,68257,sci.med
comp.windows.x,68258,comp.windows.x
comp.windows.x,68259,comp.windows.x
comp.windows.x,68260,sci.med
comp.windows.x,68272,comp.os.ms-windows.misc
comp.windows.x,68273,rec.autos
comp.windows.x,68274,rec.sport.baseball
comp.windows.x,68277,comp.windows.x
comp.windows.x,68278,comp.windows.x
comp.windows.x,68279,comp.graphics
comp.windows.x,68298,comp.windows.x
comp.windows.x,68299,comp.graphics
comp.windows.x,68300,comp.graphics
comp.windows.x,68301,comp.windows.x
comp.windows.x,68302,comp.graphics
comp.windows.x,68303,comp.windows.x
comp.windows.x,68304,comp.graphics
comp.windows.x,68305,comp.windows.x
comp.windows.x,68306,comp.windows.x
comp.windows.x,68307,sci.med
comp.windows.x,68308,comp.graphics
comp.windows.x,68309,talk.politics.mideast
comp.windows.x,68310,sci.crypt
comp.windows.x,68311,comp.graphics
comp.windows.x,68312,comp.windows.x
comp.windows.x,68313,sci.space
comp.windows.x,68314,comp.graphics
comp.windows.x,68315,sci.electronics
comp.windows.x,68316,sci.electronics
comp.windows.x,68317,comp.graphics
comp.windows.x,68318,comp.os.ms-windows.misc
comp.windows.x,68319,comp.windows.x
comp.windows.x,68320,comp.windows.x
comp.windows.x,68321,comp.graphics
comp.windows.x,68322,soc.religion.christian
comp.windows.x,68323,comp.graphics
comp.windows.x,68324,soc.religion.christian
comp.windows.x,68325,comp.windows.x
comp.windows.x,68326,comp.windows.x
comp.windows.x,68327,comp.graphics
comp.windows.x,68332,comp.windows.x
comp.windows.x,68333,comp.graphics
comp.windows.x,68338,comp.windows.x
misc.forsale,76579,misc.forsale
misc.forsale,76580,misc.forsale
misc.forsale,76581,sci.space
misc.forsale,76582,rec.autos
misc.forsale,76583,rec.sport.baseball
misc.forsale,76584,comp.sys.ibm.pc.hardware
misc.forsale,76585,comp.graphics
misc.forsale,76586,misc.forsale
misc.forsale,76587,rec.autos
misc.forsale,76588,comp.sys.ibm.pc.hardware
misc.forsale,76589,misc.forsale
misc.forsale,76590,misc.forsale
misc.forsale,76591,misc.forsale
misc.forsale,76592,rec.autos
misc.forsale,76593,sci.electronics
misc.forsale,76594,rec.autos
misc.forsale,76595,misc.forsale
misc.forsale,76596,comp.graphics
misc.forsale,76597,comp.sys.mac.hardware
misc.forsale,76598,misc.forsale
misc.forsale,76599,misc.forsale
misc.forsale,76600,comp.sys.mac.hardware
misc.forsale,76601,rec.motorcycles
misc.forsale,76602,comp.sys.ibm.pc.hardware
misc.forsale,76605,comp.sys.mac.hardware
misc.forsale,76606,rec.autos
misc.forsale,76607,misc.forsale
misc.forsale,76608,comp.sys.mac.hardware
misc.forsale,76624,comp.sys.mac.hardware
misc.forsale,76638,comp.os.ms-windows.misc
misc.forsale,76639,misc.forsale
misc.forsale,76640,comp.sys.mac.hardware
misc.forsale,76644,misc.forsale
misc.forsale,76645,misc.forsale
misc.forsale,76647,misc.forsale
misc.forsale,76648,misc.forsale
misc.forsale,76649,comp.sys.ibm.pc.hardware
misc.forsale,76650,misc.forsale
misc.forsale,76651,misc.forsale
misc.forsale,76652,misc.forsale
misc.forsale,76653,sci.med
misc.forsale,76654,misc.forsale
misc.forsale,76655,misc.forsale
misc.forsale,76656,misc.forsale
misc.forsale,76657,comp.sys.mac.hardware
misc.forsale,76659,misc.forsale
misc.forsale,76660,misc.forsale
misc.forsale,76661,talk.politics.guns
